0.939472	1.008916	1-100-100
1.089472	1.158916	2-100-100
1.239472	1.308916	1-100-100
1.389472	1.458916	2-100-100
1.539472	1.608916	1-100-100
1.839472	1.908916	2-100-100
1.989472	2.058916	1-100-100
2.139472	2.208916	2-100-100
2.289472	2.358916	1-100-100
2.439472	2.508916	2-100-100
2.589472	2.658916	1-100-100
2.739472	2.808916	2-100-100
2.889472	3.110472	4-100-100
3.339472	3.408916	2-100-100
3.489472	3.558916	1-100-100
3.639472	3.708916	2-100-100
3.789472	3.858916	1-100-100
3.939472	4.160472	3-100-100
4.239472	4.308916	1-100-100
4.389472	4.458916	2-100-100
4.539472	4.608916	1-100-100
4.689472	4.758916	2-100-100
4.839472	4.908916	1-100-100
4.989472	5.058916	2-100-100
5.139472	5.208916	1-100-100
5.439472	5.587472	5-100-100
5.739472	5.808916	1-100-100
5.889472	5.958916	2-100-100
6.039472	6.108916	1-100-100
6.189472	6.258916	2-100-100
6.339472	6.560472	4-100-100
6.639472	6.708916	2-100-100
6.789472	6.858916	1-100-100
6.939472	7.008916	2-100-100
7.089472	7.158916	1-100-100
7.239472	7.308916	2-100-100
7.389472	7.458916	1-100-100
7.539472	7.608916	2-100-100
7.689472	7.910472	3-100-100
8.139472	8.208916	2-100-100
8.289472	8.358916	1-100-100
8.439472	8.508916	2-100-100
8.589472	8.658916	1-100-100
8.739472	8.960472	5-100-100
9.039472	9.260472	3-100-100
9.339472	9.560472	4-100-100
9.639472	9.708916	1-100-100
9.939472	10.160472	3-100-100
10.239472	10.460472	4-100-100
10.539472	10.608916	2-100-100
10.689472	10.758916	1-100-100
10.839472	10.908916	2-100-100
10.989472	11.058916	1-100-100
11.139472	11.360472	3-100-100
11.439472	11.508916	1-100-100
11.589472	11.658916	2-100-100
11.739472	11.808916	1-100-100
11.889472	11.958916	2-100-100
12.039472	12.108916	1-100-100
12.189472	12.258916	2-100-100
12.339472	12.408916	1-100-100
12.489472	12.710472	5-100-100
12.939472	13.008916	1-100-100
13.089472	13.158916	2-100-100
13.239472	13.308916	1-100-100
13.389472	13.458916	2-100-100
13.539472	13.760472	4-100-100
13.839472	13.908916	2-100-100
13.989472	14.058916	1-100-100
14.139472	14.208916	2-100-100
14.289472	14.358916	1-100-100
14.439472	14.508916	2-100-100
14.589472	14.658916	1-100-100
14.739472	14.808916	2-100-100
15.039472	15.187472	3-100-100
15.339472	15.408916	2-100-100
15.489472	15.558916	1-100-100
15.639472	15.708916	2-100-100
15.789472	15.858916	1-100-100
15.939472	16.160472	5-100-100
16.239472	16.308916	1-100-100
16.389472	16.458916	2-100-100
16.539472	16.608916	1-100-100
16.689472	16.758916	2-100-100
16.839472	16.908916	1-100-100
16.989472	17.058916	2-100-100
17.139472	17.208916	1-100-100
17.289472	17.510472	4-100-100
17.739472	17.808916	1-100-100
17.889472	17.958916	2-100-100
18.039472	18.108916	1-100-100
18.189472	18.258916	2-100-100
18.339472	18.560472	3-100-100
18.639472	18.708916	2-100-100
18.789472	18.858916	1-100-100
18.939472	19.008916	2-100-100
19.089472	19.158916	1-100-100
19.239472	19.308916	2-100-100
19.389472	19.458916	1-100-100
19.539472	19.760472	4-100-100
19.839472	20.060472	5-100-100
20.139472	20.208916	2-100-100
20.289472	20.358916	1-100-100
20.439472	20.508916	2-100-100
20.589472	20.658916	1-100-100
20.739472	20.960472	4-100-100
21.039472	21.108916	1-100-100
21.189472	21.258916	2-100-100
21.339472	21.408916	1-100-100
21.489472	21.558916	2-100-100
21.639472	21.708916	1-100-100
21.789472	21.858916	2-100-100
21.939472	22.160472	5-100-100
22.539472	22.608916	2-100-100
22.689472	22.758916	1-100-100
22.839472	22.908916	2-100-100
22.989472	23.058916	1-100-100
23.139472	23.208916	2-100-100
23.289472	23.358916	1-100-100
23.439472	23.882472	3-100-100
23.889472	23.958916	1-100-100
24.039472	24.108916	2-100-100
24.189472	24.258916	1-100-100
24.339472	24.408916	2-100-100
24.639472	24.787472	5-100-100
24.939472	25.008916	2-100-100
25.089472	25.158916	1-100-100
25.239472	25.308916	2-100-100
25.389472	25.458916	1-100-100
25.539472	25.760472	4-100-100
25.839472	25.908916	1-100-100
25.989472	26.058916	2-100-100
26.139472	26.208916	1-100-100
26.289472	26.358916	2-100-100
26.439472	26.508916	1-100-100
26.589472	26.658916	2-100-100
26.739472	26.808916	1-100-100
26.889472	27.110472	3-100-100
27.339472	27.408916	1-100-100
27.489472	27.558916	2-100-100
27.639472	27.708916	1-100-100
27.789472	27.858916	2-100-100
27.939472	28.008916	1-100-100
28.089472	28.158916	2-100-100
28.239472	28.460472	4-100-100
28.539472	28.760472	5-100-100
28.839472	28.908916	1-100-100
29.139472	29.360472	4-100-100
29.439472	29.660472	5-100-100
29.739472	29.808916	2-100-100
29.889472	29.958916	1-100-100
30.039472	30.108916	2-100-100
30.189472	30.258916	1-100-100
30.339472	30.560472	4-100-100
30.639472	30.708916	1-100-100
30.789472	30.858916	2-100-100
30.939472	31.008916	1-100-100
31.089472	31.158916	2-100-100
31.239472	31.308916	1-100-100
31.389472	31.458916	2-100-100
31.539472	31.760472	5-100-100
32.139472	32.208916	2-100-100
32.289472	32.358916	1-100-100
32.439472	32.508916	2-100-100
32.589472	32.658916	1-100-100
32.739472	32.808916	2-100-100
32.889472	32.958916	1-100-100
33.039472	33.482472	3-100-100
33.489472	33.558916	1-100-100
33.639472	33.708916	2-100-100
33.789472	33.858916	1-100-100
33.939472	34.008916	2-100-100
34.239472	34.387472	5-100-100
34.539472	34.608916	2-100-100
34.689472	34.758916	1-100-100
34.839472	34.908916	2-100-100
34.989472	35.058916	1-100-100
35.139472	35.208916	2-100-100
35.289472	35.358916	1-100-100
35.439472	35.508916	2-100-100
35.589472	35.658916	1-100-100
35.739472	35.808916	2-100-100
35.889472	35.958916	1-100-100
36.039472	36.108916	2-100-100
36.189472	36.258916	1-100-100
36.339472	36.408916	2-100-100
36.489472	36.710472	4-100-100
36.939472	37.008916	2-100-100
37.089472	37.158916	1-100-100
37.239472	37.308916	2-100-100
37.389472	37.458916	1-100-100
37.539472	37.760472	3-100-100
37.839472	37.908916	1-100-100
37.989472	38.058916	2-100-100
38.139472	38.208916	1-100-100
38.289472	38.358916	2-100-100
38.439472	38.508916	1-100-100
38.589472	38.658916	2-100-100
38.739472	38.960472	4-100-100
39.039472	39.260472	5-100-100
39.270472	39.270472	END
