1.585	1.6802380952380953	10-100-100
1.772	2.084	11-100-100
2.335	2.491	1-100-100
2.335	2.491	2-100-100
2.335	2.491	3-100-100
2.335	2.491	4-100-100
2.335	2.491	5-100-100
2.335	2.491	6-100-100
2.335	2.491	7-100-100
2.335	2.491	8-100-100
2.335	2.491	9-100-100
2.335	2.491	10-100-100
2.335	2.491	11-100-100
2.897	2.992238095238095	1-100-100
2.897	2.992238095238095	2-100-100
2.897	2.992238095238095	3-100-100
2.897	2.992238095238095	4-100-100
2.897	2.992238095238095	5-100-100
2.897	2.992238095238095	6-100-100
2.897	2.992238095238095	7-100-100
2.897	2.992238095238095	8-100-100
2.897	2.992238095238095	9-100-100
2.897	2.992238095238095	10-100-100
2.897	2.992238095238095	11-100-100
3.085	3.397	1-100-100
3.085	3.397	2-100-100
3.085	3.397	3-100-100
3.085	3.397	4-100-100
3.085	3.397	5-100-100
3.085	3.397	6-100-100
3.085	3.397	7-100-100
3.085	3.397	8-100-100
3.085	3.397	9-100-100
3.085	3.397	10-100-100
3.085	3.397	11-100-100
3.647	3.9589999999999996	1-100-100
3.647	3.9589999999999996	2-100-100
4.21	4.366	6-100-100
4.21	4.366	5-100-100
4.21	4.366	4-100-100
4.585	4.680238095238095	1-100-100
4.585	4.680238095238095	2-100-100
4.772	5.0840000000000005	3-100-100
5.335	5.491	7-100-100
5.335	5.491	8-100-100
5.335	5.491	9-100-100
5.897	5.992238095238095	7-100-100
5.897	5.992238095238095	8-100-100
5.897	5.992238095238095	9-100-100
6.085	6.397	1-100-100
6.085	6.397	2-100-100
6.085	6.397	3-100-100
6.085	6.397	4-100-100
6.085	6.397	5-100-100
6.085	6.397	6-100-100
6.085	6.397	7-100-100
6.085	6.397	8-100-100
6.085	6.397	9-100-100
6.085	6.397	10-100-100
6.085	6.397	11-100-100
6.647	6.9590000000000005	1-100-100
6.647	6.9590000000000005	2-100-100
6.647	6.9590000000000005	3-100-100
6.647	6.9590000000000005	4-100-100
6.647	6.9590000000000005	5-100-100
6.647	6.9590000000000005	6-100-100
6.647	6.9590000000000005	7-100-100
6.647	6.9590000000000005	8-100-100
6.647	6.9590000000000005	9-100-100
6.647	6.9590000000000005	10-100-100
6.647	6.9590000000000005	11-100-100
7.21	7.366	1-100-100
7.21	7.366	2-100-100
7.585	7.680238095238095	6-100-100
7.585	7.680238095238095	5-100-100
7.585	7.680238095238095	4-100-100
7.772	8.084	7-100-100
7.772	8.084	8-100-100
7.772	8.084	9-100-100
8.335	8.491000000000001	1-100-100
8.335	8.491000000000001	2-100-100
8.335	8.491000000000001	3-100-100
8.898	8.993238095238095	1-100-100
8.898	8.993238095238095	2-100-100
8.898	8.993238095238095	3-100-100
8.898	8.993238095238095	4-100-100
8.898	8.993238095238095	5-100-100
8.898	8.993238095238095	6-100-100
8.898	8.993238095238095	7-100-100
8.898	8.993238095238095	8-100-100
8.898	8.993238095238095	9-100-100
8.898	8.993238095238095	10-100-100
8.898	8.993238095238095	11-100-100
9.085	9.397	1-100-100
9.085	9.397	2-100-100
9.085	9.397	3-100-100
9.085	9.397	4-100-100
9.085	9.397	5-100-100
9.085	9.397	6-100-100
9.085	9.397	7-100-100
9.085	9.397	8-100-100
9.085	9.397	9-100-100
9.085	9.397	10-100-100
9.085	9.397	11-100-100
9.647	9.959	1-100-100
9.647	9.959	2-100-100
10.21	10.366000000000001	1-100-100
10.21	10.366000000000001	2-100-100
10.21	10.366000000000001	3-100-100
10.21	10.366000000000001	4-100-100
10.21	10.366000000000001	5-100-100
10.21	10.366000000000001	6-100-100
10.21	10.366000000000001	7-100-100
10.21	10.366000000000001	8-100-100
10.21	10.366000000000001	9-100-100
10.21	10.366000000000001	10-100-100
10.21	10.366000000000001	11-100-100
10.585	10.680238095238096	6-100-100
10.585	10.680238095238096	5-100-100
10.585	10.680238095238096	4-100-100
10.772	11.084	7-100-100
10.772	11.084	8-100-100
10.772	11.084	9-100-100
11.335	11.491000000000001	7-100-100
11.335	11.491000000000001	8-100-100
11.335	11.491000000000001	9-100-100
12.085	12.180238095238096	1-100-100
